uid,lat,lng,datetime,trip_id,call_type
20000003,41.163183,-8.583624,2013-09-28 20:36:58,1380411373620000003,A
20000003,41.162904,-8.585127,2013-09-28 20:37:13,1380411373620000003,A
20000003,41.163471,-8.586945,2013-09-28 20:37:28,1380411373620000003,A
20000003,41.164056,-8.588745,2013-09-28 20:37:43,1380411373620000003,A
20000003,41.164164,-8.588997,2013-09-28 20:37:58,1380411373620000003,A
20000003,41.164164,-8.588979,2013-09-28 20:38:13,1380411373620000003,A
20000003,41.164155,-8.58897,2013-09-28 20:38:28,1380411373620000003,A
20000003,41.164254,-8.589312,2013-09-28 20:38:43,1380411373620000003,A
20000003,41.164083,-8.589609,2013-09-28 20:38:58,1380411373620000003,A
20000003,41.164074,-8.5896,2013-09-28 20:39:13,1380411373620000003,A
20000003,41.164065,-8.589591,2013-09-28 20:39:28,1380411373620000003,A
20000003,41.163381,-8.590167,2013-09-28 20:39:43,1380411373620000003,A
20000003,41.161842,-8.591544,2013-09-28 20:39:58,1380411373620000003,A
20000003,41.160726,-8.592975,2013-09-28 20:40:13,1380411373620000003,A
20000003,41.160726,-8.595396,2013-09-28 20:40:28,1380411373620000003,A
20000003,41.160888,-8.596638,2013-09-28 20:40:43,1380411373620000003,A
20000003,41.161077,-8.59824,2013-09-28 20:40:58,1380411373620000003,A
20000003,41.161356,-8.600103,2013-09-28 20:41:13,1380411373620000003,A
20000003,41.161365,-8.600229,2013-09-28 20:41:28,1380411373620000003,A
20000003,41.16159,-8.601849,2013-09-28 20:41:43,1380411373620000003,A
20000003,41.161923,-8.604063,2013-09-28 20:41:58,1380411373620000003,A
20000003,41.162193,-8.606232,2013-09-28 20:42:13,1380411373620000003,A
20000003,41.162508,-8.608968,2013-09-28 20:42:28,1380411373620000003,A
20000003,41.162706,-8.610669,2013-09-28 20:42:43,1380411373620000003,A
20000003,41.162778,-8.611434,2013-09-28 20:42:58,1380411373620000003,A
20000003,41.162913,-8.612622,2013-09-28 20:43:13,1380411373620000003,A
20000003,41.163291,-8.615016,2013-09-28 20:43:28,1380411373620000003,A
20000003,41.16357,-8.617941,2013-09-28 20:43:43,1380411373620000003,A
20000003,41.163939,-8.620965,2013-09-28 20:43:58,1380411373620000003,A
20000003,41.164299,-8.623782,2013-09-28 20:44:13,1380411373620000003,A
20000003,41.16438,-8.624394,2013-09-28 20:44:28,1380411373620000003,A
20000003,41.164389,-8.624754,2013-09-28 20:44:43,1380411373620000003,A
20000003,41.16465,-8.626815,2013-09-28 20:44:58,1380411373620000003,A
20000003,41.164992,-8.629461,2013-09-28 20:45:13,1380411373620000003,A
20000003,41.164461,-8.632053,2013-09-28 20:45:28,1380411373620000003,A
20000003,41.163264,-8.634573,2013-09-28 20:45:43,1380411373620000003,A
20000003,41.162157,-8.63685,2013-09-28 20:45:58,1380411373620000003,A
20000003,41.161473,-8.637471,2013-09-28 20:46:13,1380411373620000003,A
20000003,41.16024,-8.637903,2013-09-28 20:46:28,1380411373620000003,A
20000003,41.159916,-8.63802,2013-09-28 20:46:43,1380411373620000003,A
20000003,41.159916,-8.638011,2013-09-28 20:46:58,1380411373620000003,A
20000003,41.159826,-8.638047,2013-09-28 20:47:13,1380411373620000003,A
20000003,41.159547,-8.6382,2013-09-28 20:47:28,1380411373620000003,A
20000003,41.159376,-8.638281,2013-09-28 20:47:43,1380411373620000003,A
20000003,41.159358,-8.638281,2013-09-28 20:47:58,1380411373620000003,A
20000003,41.159385,-8.638281,2013-09-28 20:48:13,1380411373620000003,A
20000003,41.159367,-8.638299,2013-09-28 20:48:28,1380411373620000003,A
20000003,41.159358,-8.638308,2013-09-28 20:48:43,1380411373620000003,A
20000004,41.145975,-8.612568,2013-07-06 00:14:02,1373080442620000004,B
20000004,41.146029,-8.611659,2013-07-06 00:14:17,1373080442620000004,B
20000004,41.146254,-8.610291,2013-07-06 00:14:32,1373080442620000004,B
20000004,41.146893,-8.608959,2013-07-06 00:14:47,1373080442620000004,B
20000004,41.148108,-8.60823,2013-07-06 00:15:02,1373080442620000004,B
20000004,41.149575,-8.607393,2013-07-06 00:15:17,1373080442620000004,B
20000004,41.14998,-8.607213,2013-07-06 00:15:32,1373080442620000004,B
20000004,41.149989,-8.607204,2013-07-06 00:15:47,1373080442620000004,B
20000004,41.150529,-8.606799,2013-07-06 00:16:02,1373080442620000004,B
20000004,41.152086,-8.605953,2013-07-06 00:16:17,1373080442620000004,B
20000004,41.153328,-8.60508,2013-07-06 00:16:32,1373080442620000004,B
20000004,41.154318,-8.60463,2013-07-06 00:16:47,1373080442620000004,B
20000004,41.154858,-8.604657,2013-07-06 00:17:02,1373080442620000004,B
20000004,41.156307,-8.604594,2013-07-06 00:17:17,1373080442620000004,B
20000004,41.158134,-8.604594,2013-07-06 00:17:32,1373080442620000004,B
20000004,41.159979,-8.60445,2013-07-06 00:17:47,1373080442620000004,B
20000004,41.160186,-8.604432,2013-07-06 00:18:02,1373080442620000004,B
20000004,41.160177,-8.60445,2013-07-06 00:18:17,1373080442620000004,B
20000004,41.160177,-8.604459,2013-07-06 00:18:32,1373080442620000004,B
20000004,41.160177,-8.60445,2013-07-06 00:18:47,1373080442620000004,B
20000004,41.160681,-8.604315,2013-07-06 00:19:02,1373080442620000004,B
20000004,41.161914,-8.603955,2013-07-06 00:19:17,1373080442620000004,B
20000004,41.163102,-8.602488,2013-07-06 00:19:32,1373080442620000004,B
20000004,41.164461,-8.600742,2013-07-06 00:19:47,1373080442620000004,B
20000004,41.165289,-8.600031,2013-07-06 00:20:02,1373080442620000004,B
20000004,41.166306,-8.601174,2013-07-06 00:20:17,1373080442620000004,B
20000004,41.167062,-8.601552,2013-07-06 00:20:32,1373080442620000004,B
20000004,41.167098,-8.600157,2013-07-06 00:20:47,1373080442620000004,B
20000004,41.167053,-8.598978,2013-07-06 00:21:02,1373080442620000004,B
20000004,41.167044,-8.598987,2013-07-06 00:21:47,1373080442620000004,B
20000004,41.167044,-8.598987,2013-07-06 00:22:02,1373080442620000004,B
20000004,41.167053,-8.598951,2013-07-06 00:22:17,1373080442620000004,B
20000004,41.156361,-8.591112,2013-07-29 11:52:30,1375109550620000004,C
20000004,41.156352,-8.591103,2013-07-29 11:52:45,1375109550620000004,C
20000004,41.156199,-8.592147,2013-07-29 11:53:00,1375109550620000004,C
20000004,41.156199,-8.594154,2013-07-29 11:53:15,1375109550620000004,C
20000004,41.156316,-8.594352,2013-07-29 11:53:30,1375109550620000004,C
20000004,41.156235,-8.594433,2013-07-29 11:53:45,1375109550620000004,C
20000004,41.156289,-8.594415,2013-07-29 11:54:00,1375109550620000004,C
20000004,41.156037,-8.594892,2013-07-29 11:54:15,1375109550620000004,C
20000004,41.155659,-8.595018,2013-07-29 11:54:30,1375109550620000004,C
20000004,41.155137,-8.59527,2013-07-29 11:54:45,1375109550620000004,C
20000004,41.154993,-8.595351,2013-07-29 11:55:00,1375109550620000004,C
20000004,41.15394,-8.595855,2013-07-29 11:55:15,1375109550620000004,C
20000004,41.153598,-8.597844,2013-07-29 11:55:30,1375109550620000004,C
20000004,41.153373,-8.599401,2013-07-29 11:55:45,1375109550620000004,C
20000004,41.153346,-8.599545,2013-07-29 11:56:00,1375109550620000004,C
20000004,41.153256,-8.600922,2013-07-29 11:56:15,1375109550620000004,C
20000004,41.15331,-8.602128,2013-07-29 11:56:30,1375109550620000004,C
20000004,41.153697,-8.602443,2013-07-29 11:56:45,1375109550620000004,C
20000004,41.15457,-8.602902,2013-07-29 11:57:00,1375109550620000004,C
20000004,41.154768,-8.604495,2013-07-29 11:57:15,1375109550620000004,C
20000004,41.154813,-8.60454,2013-07-29 11:57:30,1375109550620000004,C
20000004,41.154822,-8.604531,2013-07-29 11:57:45,1375109550620000004,C
20000004,41.154804,-8.604612,2013-07-29 11:58:00,1375109550620000004,C
20000004,41.153553,-8.604828,2013-07-29 11:58:15,1375109550620000004,C
20000004,41.153562,-8.605791,2013-07-29 11:58:30,1375109550620000004,C
20000004,41.15358,-8.608077,2013-07-29 11:58:45,1375109550620000004,C
20000004,41.153607,-8.610732,2013-07-29 11:59:00,1375109550620000004,C
20000004,41.153787,-8.612118,2013-07-29 11:59:15,1375109550620000004,C
20000004,41.155011,-8.61219,2013-07-29 11:59:30,1375109550620000004,C
20000004,41.155182,-8.613189,2013-07-29 11:59:45,1375109550620000004,C
20000004,41.155173,-8.613243,2013-07-29 12:00:00,1375109550620000004,C
20000004,41.15529,-8.613549,2013-07-29 12:00:15,1375109550620000004,C
20000004,41.155668,-8.61597,2013-07-29 12:00:30,1375109550620000004,C
20000004,41.155956,-8.617833,2013-07-29 12:00:45,1375109550620000004,C
20000004,41.155965,-8.617788,2013-07-29 12:01:00,1375109550620000004,C
20000004,41.156001,-8.617815,2013-07-29 12:01:15,1375109550620000004,C
20000004,41.156289,-8.619408,2013-07-29 12:01:30,1375109550620000004,C
20000004,41.156523,-8.620974,2013-07-29 12:01:45,1375109550620000004,C
20000004,41.156604,-8.621505,2013-07-29 12:02:00,1375109550620000004,C
20000004,41.156757,-8.622,2013-07-29 12:02:15,1375109550620000004,C
20000004,41.157063,-8.6238,2013-07-29 12:02:30,1375109550620000004,C
20000004,41.157387,-8.625447,2013-07-29 12:02:45,1375109550620000004,C
20000004,41.157522,-8.626302,2013-07-29 12:03:00,1375109550620000004,C
20000004,41.157558,-8.62668,2013-07-29 12:03:15,1375109550620000004,C
20000004,41.157495,-8.626725,2013-07-29 12:03:30,1375109550620000004,C
20000004,41.157486,-8.626752,2013-07-29 12:03:45,1375109550620000004,C
20000004,41.157522,-8.62686,2013-07-29 12:04:00,1375109550620000004,C
20000004,41.157684,-8.627337,2013-07-29 12:04:15,1375109550620000004,C
20000004,41.157693,-8.627337,2013-07-29 12:04:30,1375109550620000004,C
20000004,41.157702,-8.627382,2013-07-29 12:04:45,1375109550620000004,C
20000004,41.157711,-8.6274,2013-07-29 12:05:00,1375109550620000004,C
20000004,41.157774,-8.627922,2013-07-29 12:05:15,1375109550620000004,C
20000004,41.158197,-8.628048,2013-07-29 12:05:30,1375109550620000004,C
20000004,41.15898,-8.626626,2013-07-29 12:05:45,1375109550620000004,C
20000004,41.159772,-8.624862,2013-07-29 12:06:00,1375109550620000004,C
20000004,41.159817,-8.624826,2013-07-29 12:06:15,1375109550620000004,C
20000004,41.159988,-8.624286,2013-07-29 12:06:30,1375109550620000004,C
20000004,41.160411,-8.622837,2013-07-29 12:06:45,1375109550620000004,C
20000004,41.160303,-8.62164,2013-07-29 12:07:00,1375109550620000004,C
20000004,41.160645,-8.621118,2013-07-29 12:07:15,1375109550620000004,C
20000004,41.16159,-8.620488,2013-07-29 12:07:30,1375109550620000004,C
20000004,41.151375,-8.609481,2014-03-14 22:35:35,1394847335620000004,B
20000004,41.151411,-8.609391,2014-03-14 22:35:50,1394847335620000004,B
20000004,41.152005,-8.609913,2014-03-14 22:36:05,1394847335620000004,B
20000004,41.153256,-8.609931,2014-03-14 22:36:20,1394847335620000004,B
20000004,41.153562,-8.60931,2014-03-14 22:36:35,1394847335620000004,B
20000004,41.15367,-8.609598,2014-03-14 22:36:50,1394847335620000004,B
20000004,41.153553,-8.609859,2014-03-14 22:37:05,1394847335620000004,B
20000004,41.15376,-8.610714,2014-03-14 22:37:20,1394847335620000004,B
20000004,41.15394,-8.611848,2014-03-14 22:37:35,1394847335620000004,B
20000004,41.155164,-8.611992,2014-03-14 22:37:50,1394847335620000004,B
20000004,41.155308,-8.613045,2014-03-14 22:38:05,1394847335620000004,B
20000004,41.155263,-8.613081,2014-03-14 22:38:20,1394847335620000004,B
20000004,41.155506,-8.614008,2014-03-14 22:38:35,1394847335620000004,B
20000004,41.155947,-8.616564,2014-03-14 22:38:50,1394847335620000004,B
20000004,41.156136,-8.617851,2014-03-14 22:39:05,1394847335620000004,B
20000005,41.148522,-8.585712,2013-07-15 18:53:47,1373925227620000005,B
20000005,41.148684,-8.585775,2013-07-15 18:54:02,1373925227620000005,B
20000005,41.148936,-8.58582,2013-07-15 18:54:17,1373925227620000005,B
20000005,41.148882,-8.586396,2013-07-15 18:54:32,1373925227620000005,B
20000005,41.147928,-8.58627,2013-07-15 18:54:47,1373925227620000005,B
20000005,41.147325,-8.587206,2013-07-15 18:55:02,1373925227620000005,B
20000005,41.14665,-8.585433,2013-07-15 18:55:17,1373925227620000005,B
20000005,41.145624,-8.583615,2013-07-15 18:55:32,1373925227620000005,B
20000005,41.144841,-8.581509,2013-07-15 18:55:47,1373925227620000005,B
20000005,41.145759,-8.579538,2013-07-15 18:56:02,1373925227620000005,B
20000005,41.146317,-8.579295,2013-07-15 18:56:17,1373925227620000005,B
20000005,41.147658,-8.579826,2013-07-15 18:56:32,1373925227620000005,B
20000005,41.14926,-8.578836,2013-07-15 18:56:47,1373925227620000005,B
20000005,41.151636,-8.579574,2013-07-15 18:57:02,1373925227620000005,B
20000005,41.154048,-8.582283,2013-07-15 18:57:17,1373925227620000005,B
20000005,41.157729,-8.58285,2013-07-15 18:57:32,1373925227620000005,B
20000005,41.161689,-8.581275,2013-07-15 18:57:47,1373925227620000005,B
20000005,41.165298,-8.582373,2013-07-15 18:58:02,1373925227620000005,B
20000005,41.166936,-8.586504,2013-07-15 18:58:17,1373925227620000005,B
20000005,41.168952,-8.590248,2013-07-15 18:58:32,1373925227620000005,B
20000005,41.17122,-8.59374,2013-07-15 18:58:47,1373925227620000005,B
20000005,41.171598,-8.597997,2013-07-15 18:59:02,1373925227620000005,B
20000005,41.171373,-8.602191,2013-07-15 18:59:17,1373925227620000005,B
20000005,41.172291,-8.606493,2013-07-15 18:59:32,1373925227620000005,B
20000005,41.174235,-8.609931,2013-07-15 18:59:47,1373925227620000005,B
20000005,41.174487,-8.614071,2013-07-15 19:00:02,1373925227620000005,B
20000005,41.173911,-8.618373,2013-07-15 19:00:17,1373925227620000005,B
20000005,41.173884,-8.621703,2013-07-15 19:00:32,1373925227620000005,B
20000005,41.176332,-8.622405,2013-07-15 19:00:47,1373925227620000005,B
20000005,41.179824,-8.622261,2013-07-15 19:01:02,1373925227620000005,B
20000005,41.183469,-8.622738,2013-07-15 19:01:17,1373925227620000005,B
20000005,41.186862,-8.625006,2013-07-15 19:01:32,1373925227620000005,B
20000005,41.190174,-8.627229,2013-07-15 19:01:47,1373925227620000005,B
20000005,41.193333,-8.628417,2013-07-15 19:02:02,1373925227620000005,B
20000005,41.197041,-8.627787,2013-07-15 19:02:17,1373925227620000005,B
20000005,41.200974,-8.62731,2013-07-15 19:02:32,1373925227620000005,B
20000005,41.205483,-8.627283,2013-07-15 19:02:47,1373925227620000005,B
20000005,41.208786,-8.627193,2013-07-15 19:03:02,1373925227620000005,B
20000005,41.212323,-8.627049,2013-07-15 19:03:17,1373925227620000005,B
20000005,41.215986,-8.626932,2013-07-15 19:03:32,1373925227620000005,B
20000005,41.219199,-8.626842,2013-07-15 19:03:47,1373925227620000005,B
20000005,41.221935,-8.626194,2013-07-15 19:04:02,1373925227620000005,B
20000005,41.224365,-8.62821,2013-07-15 19:04:17,1373925227620000005,B
20000005,41.225004,-8.632044,2013-07-15 19:04:32,1373925227620000005,B
20000005,41.226624,-8.634708,2013-07-15 19:04:47,1373925227620000005,B
20000005,41.228433,-8.635347,2013-07-15 19:05:02,1373925227620000005,B
20000005,41.230962,-8.635887,2013-07-15 19:05:17,1373925227620000005,B
20000005,41.232816,-8.637831,2013-07-15 19:05:32,1373925227620000005,B
20000005,41.234436,-8.639217,2013-07-15 19:05:47,1373925227620000005,B
20000005,41.235165,-8.640216,2013-07-15 19:06:02,1373925227620000005,B
20000005,41.23701,-8.64216,2013-07-15 19:06:17,1373925227620000005,B
20000005,41.238954,-8.644158,2013-07-15 19:06:32,1373925227620000005,B
20000005,41.241042,-8.646174,2013-07-15 19:06:47,1373925227620000005,B
20000005,41.242599,-8.647659,2013-07-15 19:07:02,1373925227620000005,B
20000005,41.243283,-8.64828,2013-07-15 19:07:17,1373925227620000005,B
20000005,41.244336,-8.648352,2013-07-15 19:07:32,1373925227620000005,B
20000005,41.245011,-8.648469,2013-07-15 19:07:47,1373925227620000005,B
20000005,41.244993,-8.64846,2013-07-15 19:08:02,1373925227620000005,B
20000005,41.244975,-8.64846,2013-07-15 19:08:17,1373925227620000005,B
20000005,41.245911,-8.648631,2013-07-15 19:08:32,1373925227620000005,B
20000005,41.248314,-8.649072,2013-07-15 19:08:47,1373925227620000005,B
20000005,41.250735,-8.650521,2013-07-15 19:09:02,1373925227620000005,B
20000005,41.252904,-8.652492,2013-07-15 19:09:17,1373925227620000005,B
20000005,41.254497,-8.653806,2013-07-15 19:09:32,1373925227620000005,B
20000005,41.254326,-8.654895,2013-07-15 19:09:47,1373925227620000005,B
20000005,41.253642,-8.656344,2013-07-15 19:10:02,1373925227620000005,B
20000005,41.253516,-8.656641,2013-07-15 19:10:17,1373925227620000005,B
20000005,41.253516,-8.656632,2013-07-15 19:10:32,1373925227620000005,B
20000005,41.253525,-8.656623,2013-07-15 19:10:47,1373925227620000005,B
20000005,41.253543,-8.656605,2013-07-15 19:11:02,1373925227620000005,B
20000005,41.14062,-8.611461,2014-05-08 19:00:50,1399586450620000005,A
20000005,41.140674,-8.611101,2014-05-08 19:01:05,1399586450620000005,A
20000005,41.1408,-8.610336,2014-05-08 19:01:20,1399586450620000005,A
20000005,41.140818,-8.610129,2014-05-08 19:01:35,1399586450620000005,A
20000005,41.141007,-8.610138,2014-05-08 19:01:50,1399586450620000005,A
20000005,41.141565,-8.613144,2014-05-08 19:02:05,1399586450620000005,A
20000005,41.14143,-8.61345,2014-05-08 19:02:20,1399586450620000005,A
20000005,41.141259,-8.613963,2014-05-08 19:02:35,1399586450620000005,A
20000005,41.140935,-8.614926,2014-05-08 19:02:50,1399586450620000005,A
20000005,41.1408,-8.61534,2014-05-08 19:03:05,1399586450620000005,A
20000005,41.14053,-8.616537,2014-05-08 19:03:20,1399586450620000005,A
20000005,41.141259,-8.618184,2014-05-08 19:03:35,1399586450620000005,A
20000005,41.142321,-8.619984,2014-05-08 19:03:50,1399586450620000005,A
20000005,41.143644,-8.621712,2014-05-08 19:04:05,1399586450620000005,A
20000005,41.143887,-8.622351,2014-05-08 19:04:20,1399586450620000005,A
20000005,41.144337,-8.62371,2014-05-08 19:04:35,1399586450620000005,A
20000005,41.144841,-8.625645,2014-05-08 19:04:50,1399586450620000005,A
20000005,41.144706,-8.628102,2014-05-08 19:05:05,1399586450620000005,A
20000005,41.145534,-8.630631,2014-05-08 19:05:20,1399586450620000005,A
20000005,41.146659,-8.632197,2014-05-08 19:05:35,1399586450620000005,A
20000005,41.147379,-8.632548,2014-05-08 19:05:50,1399586450620000005,A
20000005,41.14845,-8.631585,2014-05-08 19:06:05,1399586450620000005,A
20000005,41.149602,-8.630622,2014-05-08 19:06:20,1399586450620000005,A
20000005,41.150601,-8.629767,2014-05-08 19:06:35,1399586450620000005,A
20000005,41.151222,-8.629173,2014-05-08 19:06:50,1399586450620000005,A
20000005,41.15124,-8.629146,2014-05-08 19:07:05,1399586450620000005,A
20000005,41.152023,-8.628849,2014-05-08 19:07:20,1399586450620000005,A
20000005,41.152311,-8.628759,2014-05-08 19:07:35,1399586450620000005,A
20000005,41.152662,-8.629902,2014-05-08 19:07:50,1399586450620000005,A
20000005,41.152797,-8.632044,2014-05-08 19:08:05,1399586450620000005,A
20000005,41.152482,-8.634789,2014-05-08 19:08:20,1399586450620000005,A
20000005,41.152887,-8.637696,2014-05-08 19:08:35,1399586450620000005,A
20000005,41.153526,-8.640306,2014-05-08 19:08:50,1399586450620000005,A
20000005,41.154219,-8.642817,2014-05-08 19:09:05,1399586450620000005,A
20000005,41.154408,-8.645598,2014-05-08 19:09:20,1399586450620000005,A
20000005,41.154255,-8.648019,2014-05-08 19:09:35,1399586450620000005,A
20000005,41.154273,-8.648127,2014-05-08 19:09:50,1399586450620000005,A
20000005,41.154255,-8.648136,2014-05-08 19:10:05,1399586450620000005,A
20000005,41.154264,-8.648685,2014-05-08 19:10:20,1399586450620000005,A
20000005,41.154363,-8.649702,2014-05-08 19:10:35,1399586450620000005,A
20000005,41.154291,-8.649783,2014-05-08 19:10:50,1399586450620000005,A
20000005,41.153598,-8.605584,2014-05-21 03:21:29,1400653289620000005,B
20000005,41.153562,-8.606493,2014-05-21 03:21:44,1400653289620000005,B
20000005,41.153589,-8.6085,2014-05-21 03:21:59,1400653289620000005,B
20000005,41.153652,-8.609832,2014-05-21 03:22:14,1400653289620000005,B
20000005,41.154156,-8.609679,2014-05-21 03:22:29,1400653289620000005,B
20000005,41.155884,-8.609283,2014-05-21 03:22:44,1400653289620000005,B
20000005,41.15727,-8.609211,2014-05-21 03:22:59,1400653289620000005,B
20000005,41.1579,-8.608914,2014-05-21 03:23:14,1400653289620000005,B
20000005,41.159205,-8.608302,2014-05-21 03:23:29,1400653289620000005,B
20000005,41.159223,-8.608302,2014-05-21 03:23:44,1400653289620000005,B
20000005,41.159214,-8.60832,2014-05-21 03:23:59,1400653289620000005,B
20000005,41.159214,-8.608329,2014-05-21 03:24:14,1400653289620000005,B
20000005,41.159232,-8.608338,2014-05-21 03:24:29,1400653289620000005,B
20000006,41.145507,-8.610885,2013-08-05 07:22:25,1375698145620000006,B
20000006,41.145624,-8.610849,2013-08-05 07:22:40,1375698145620000006,B
20000006,41.146011,-8.610471,2013-08-05 07:22:55,1375698145620000006,B
20000006,41.146119,-8.610381,2013-08-05 07:23:10,1375698145620000006,B
20000006,41.146722,-8.609265,2013-08-05 07:23:25,1375698145620000006,B
20000006,41.147442,-8.608959,2013-08-05 07:23:40,1375698145620000006,B
20000006,41.147667,-8.609634,2013-08-05 07:23:55,1375698145620000006,B
20000006,41.147883,-8.611182,2013-08-05 07:24:10,1375698145620000006,B
20000006,41.147739,-8.622324,2013-08-05 07:24:40,1375698145620000006,B
20000006,41.148252,-8.624277,2013-08-05 07:24:55,1375698145620000006,B
20000006,41.148522,-8.624889,2013-08-05 07:25:10,1375698145620000006,B
20000006,41.149539,-8.625636,2013-08-05 07:25:25,1375698145620000006,B
20000006,41.150358,-8.625852,2013-08-05 07:25:40,1375698145620000006,B
20000006,41.150466,-8.626014,2013-08-05 07:25:55,1375698145620000006,B
20000006,41.151807,-8.625951,2013-08-05 07:26:10,1375698145620000006,B
20000006,41.152383,-8.626104,2013-08-05 07:26:25,1375698145620000006,B
20000006,41.152536,-8.626167,2013-08-05 07:26:40,1375698145620000006,B
20000006,41.15241,-8.627445,2013-08-05 07:26:55,1375698145620000006,B
20000006,41.152554,-8.629398,2013-08-05 07:27:10,1375698145620000006,B
20000006,41.152743,-8.631918,2013-08-05 07:27:25,1375698145620000006,B
20000006,41.152554,-8.634078,2013-08-05 07:27:40,1375698145620000006,B
20000006,41.152698,-8.636724,2013-08-05 07:27:55,1375698145620000006,B
20000006,41.153121,-8.638416,2013-08-05 07:28:10,1375698145620000006,B
20000006,41.154327,-8.638218,2013-08-05 07:28:25,1375698145620000006,B
20000006,41.156469,-8.63712,2013-08-05 07:28:40,1375698145620000006,B
20000006,41.158458,-8.636112,2013-08-05 07:28:55,1375698145620000006,B
